"Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll","AirlineCluster_K.cluster"
179207,0,7041,6,0,0,3169,5
76177,0,31922,16,0,0,3057,3
11472,0,9068,14,0,0,3290,3
131635,0,60315,9,0,0,2756,3
124027,0,8698,12,0,0,2952,3
15138,0,140,3,0,0,2993,5
43229,0,5000,1,0,0,2644,5
310226,0,61894,28,1700,9,2900,1
27043,0,0,0,0,0,2814,5
55381,0,0,0,0,0,3600,5
53983,0,24862,13,0,0,3512,3
59179,0,18908,15,0,0,3530,3
43510,0,4850,6,350,2,3328,5
32886,0,3606,10,0,0,3281,5
7015,0,1150,3,150,2,3398,5
19627,0,500,1,500,1,3340,5
79903,0,6600,13,3300,9,3162,3
28464,0,5167,16,0,0,3344,3
9768,0,7069,8,100,1,3242,5
18522,0,4100,8,600,5,3256,5
55086,0,525,3,400,2,3293,5
158986,0,3558,14,0,0,3404,3
18939,0,855,3,0,0,3216,5
242018,0,3050,3,550,2,3218,5
61474,0,47717,14,0,0,3354,3
53892,1619,28641,20,0,0,3131,3
23315,0,705,5,50,1,3309,5
33918,0,145,3,0,0,3012,5
65926,0,11639,17,0,0,3362,3
67753,0,18303,15,0,0,3134,3
49280,0,22370,16,0,0,3312,3
97606,0,42980,24,0,0,3355,3
36861,0,4642,16,1200,3,3350,3
49749,0,13609,18,0,0,3265,3
36300,0,450,2,350,1,3329,5
80500,0,16368,16,0,0,3146,3
8210,0,9122,16,0,0,3312,3
40257,0,12885,31,0,0,3237,3
31930,6153,1337,6,267,1,3330,5
9154,0,0,0,0,0,3260,5
54345,0,1850,8,0,0,3348,5
38835,0,2625,11,500,1,3378,5
4858,0,0,0,0,0,3294,5
56745,0,6000,3,0,0,3280,5
87507,0,17714,19,0,0,3274,3
84126,0,5858,11,4358,10,3159,2
27566,0,6362,24,0,0,3279,3
22805,0,26334,27,1800,6,3294,3
38508,0,13523,13,0,0,3279,3
8184,0,0,0,0,0,2832,5
12263,0,325,1,325,1,3224,5
89576,0,20333,15,0,0,3099,3
183303,4361,11500,3,500,1,3281,5
326201,0,19350,14,0,0,3119,3
132894,0,34540,15,0,0,3106,3
12881,0,500,1,0,0,3244,5
114037,0,14000,7,500,1,3201,5
71682,0,11662,11,0,0,3173,3
94016,0,4773,6,0,0,3161,5
71263,0,80554,41,0,0,2987,1
16341,0,0,0,0,0,3190,5
60331,0,17878,27,0,0,3036,3
47966,2947,51615,11,650,3,3145,1
148086,0,32551,14,0,0,2913,3
15279,0,17984,19,300,1,3139,3
0,0,5491,18,2116,5,3204,3
52885,0,1600,6,100,1,3020,5
36844,0,21715,16,0,0,3161,3
142527,1000,24091,47,4650,24,3206,2
20390,0,2500,1,0,0,2528,5
29182,0,50698,14,0,0,2999,3
65207,0,34832,18,1450,4,3115,3
568,0,710,3,0,0,3053,5
30759,0,510,3,0,0,3195,5
276,0,2396,3,396,1,3042,5
22496,0,9712,14,500,1,3180,3
23846,0,9177,6,0,0,2678,5
26505,0,0,0,0,0,3102,5
72131,0,7681,17,0,0,2390,3
24406,0,5005,14,0,0,3127,3
63193,0,20372,14,100,1,3036,3
23179,0,0,0,0,0,2794,5
14710,0,3500,2,0,0,3149,5
74073,0,45526,41,200,1,2976,3
43348,0,68846,25,200,1,2869,3
97424,0,63796,17,0,0,2873,3
20603,0,115,5,0,0,3054,5
92097,2194,20450,8,1850,3,2825,5
31520,0,130,2,0,0,2858,5
29350,0,27703,15,0,0,3020,3
20537,0,44791,21,2612,4,1569,3
17376,0,4920,11,0,0,2265,5
24563,0,5718,8,4218,5,1776,5
52562,0,23773,15,600,2,3021,3
48224,0,0,0,0,0,2888,5
13271,0,0,0,0,0,1435,5
129919,719,7150,5,650,2,3053,5
17893,0,9623,13,0,0,3074,3
52693,0,947,4,0,0,2374,5
50895,0,29618,15,0,0,2980,3
36459,0,7573,17,5473,15,2885,2
68532,0,68704,21,0,0,2822,3
34862,0,2725,5,0,0,3004,5
20391,0,90,3,0,0,2884,5
178010,0,5500,4,500,1,2777,5
20773,0,13619,14,0,0,2765,3
264735,0,6980,17,0,0,2894,3
45883,2611,5647,11,0,0,1464,5
36978,0,100,1,100,1,3033,5
449205,1121,4750,9,3250,8,3071,1
45005,0,0,0,0,0,2934,5
45533,0,56208,16,0,0,2963,3
26513,0,7670,14,0,0,2678,3
20417,0,5000,1,0,0,3013,5
7490,0,0,0,0,0,3042,5
14394,0,935,4,150,2,2754,5
103888,0,4379,3,4379,3,2238,5
61191,0,8502,17,0,0,2112,3
7329,0,10639,16,0,0,2993,3
12688,0,0,0,0,0,2993,5
106921,0,26666,13,0,0,2581,3
31668,2576,1800,3,300,2,2271,5
34996,0,6313,14,150,1,2909,3
23099,0,300,3,300,3,2292,5
109133,0,21378,16,0,0,2989,3
103586,0,4000,7,3900,6,2726,5
45575,0,23223,17,0,0,2964,3
76430,0,13653,17,0,0,3018,3
18059,0,0,0,0,0,2019,5
188759,0,3082,3,0,0,2817,5
36953,0,25598,16,0,0,2997,3
27155,0,47252,15,300,1,3001,3
89112,4670,28670,29,0,0,2680,1
72768,0,290,3,0,0,2762,5
23178,0,0,0,0,0,2351,5
25676,0,0,0,0,0,1597,5
63190,0,18950,13,250,1,3041,3
1666,0,980,3,0,0,2761,5
105544,0,31001,16,500,1,2888,3
206287,1761,11294,20,150,1,2819,3
40255,0,2975,13,750,2,2880,5
5317,0,0,0,0,0,2992,5
7606,0,29307,17,0,0,2930,3
43255,0,2691,3,750,1,2864,5
22414,0,1094,3,0,0,2957,5
92225,0,48276,19,350,1,2972,3
127199,0,2563,14,0,0,2917,3
12176,0,875,7,0,0,2268,5
142929,0,40826,23,0,0,2803,3
28670,0,11727,11,0,0,2980,5
82122,0,700,3,700,3,3044,5
54637,0,21181,27,4673,21,2927,2
6181,0,2000,9,0,0,2878,5
25485,0,9655,10,2800,8,2798,5
16136,0,0,0,0,0,1177,5
128213,0,7956,13,500,1,2522,3
92492,0,11029,6,0,0,2839,5
85412,0,25102,16,500,1,2816,3
46003,0,1340,7,0,0,2698,5
95982,0,3630,3,0,0,2623,5
20529,0,0,0,0,0,2644,5
28254,0,17117,19,1050,6,2692,3
26101,0,3900,15,3900,15,2222,2
50939,0,16453,16,0,0,2753,3
35039,0,174,1,0,0,2314,5
175501,1000,34318,36,7974,19,2691,2
1439,0,80,2,0,0,2684,5
214674,0,25688,23,2500,5,2607,3
38429,0,1004,2,1004,2,2521,5
22865,0,1750,7,0,0,2375,5
23033,0,7910,15,0,0,2765,3
103172,0,3125,3,0,0,2416,5
23448,0,36941,18,700,3,2675,3
115161,0,9050,18,3050,15,2417,2
58382,0,11327,32,4800,23,2480,2
156766,0,23375,27,0,0,2840,3
34137,0,335,5,0,0,2593,5
17219,0,6167,10,3757,6,2627,5
43823,0,500,1,0,0,2717,5
63364,0,15415,11,0,0,2560,5
18497,0,14138,12,0,0,2643,5
23173,0,7843,8,0,0,2565,5
51367,0,40004,24,0,0,2434,3
34894,0,13955,17,0,0,2447,3
7422,0,2229,3,0,0,2653,5
16090,0,850,6,850,6,2592,5
2784,0,0,0,0,0,2066,5
54177,0,45403,15,500,1,2123,3
29326,0,23061,7,0,0,2497,5
26164,2556,0,0,0,0,2566,5
29518,0,2702,12,0,0,2532,5
29754,6396,500,1,0,0,2655,5
8000,0,0,0,0,0,941,5
69788,0,1500,3,1500,3,2705,5
38042,0,7658,17,0,0,2606,3
23894,0,6000,3,0,0,2705,5
110628,0,63759,13,0,0,2654,3
10839,0,190,1,190,1,2341,5
47513,0,19904,13,0,0,2516,3
16321,0,0,0,0,0,2710,5
37550,0,0,0,0,0,2579,5
37936,0,6211,12,0,0,2719,5
38061,0,34227,18,3600,8,2649,3
25934,0,370,3,0,0,2565,5
54942,0,4200,10,4200,10,2610,2
139423,0,54152,25,500,3,2677,3
298505,0,130647,32,600,2,2483,1
98753,0,1475,5,0,0,2619,5
25157,0,830,3,0,0,2732,5
24134,0,1250,3,0,0,2390,5
6628,0,2125,8,0,0,2539,5
14504,0,0,0,0,0,2329,5
36665,0,3250,19,0,0,2951,3
17481,0,1396,3,0,0,586,5
33111,0,0,0,0,0,2461,5
89237,0,37668,18,0,0,2533,3
93028,0,40887,22,0,0,2507,3
89094,0,55865,13,0,0,2404,3
11109,0,53627,13,0,0,2623,3
14957,0,0,0,0,0,2634,5
17823,0,15323,8,0,0,1453,5
8485,0,0,0,0,0,2111,5
56756,0,10851,14,0,0,2068,3
99196,0,28334,16,0,0,2595,3
21736,0,6672,10,0,0,2544,5
11324,0,11082,11,0,0,2661,5
60109,0,2300,6,2300,6,2501,5
129887,0,26810,10,810,3,2566,3
18150,0,240,2,0,0,2538,5
57432,0,13422,19,5100,12,2546,2
32659,0,3614,14,0,0,2553,5
103203,0,3200,4,200,2,1556,5
27122,0,0,0,0,0,2630,5
40252,0,1375,4,0,0,2565,5
194816,0,20822,25,6647,12,2424,2
65460,0,0,0,0,0,2493,5
17863,0,0,0,0,0,2028,5
28443,0,53065,18,150,1,2462,3
15655,0,2807,12,957,4,2476,5
38307,0,1500,3,1500,3,2151,5
15135,0,13357,14,0,0,2579,3
73601,0,12902,36,2000,4,2624,3
31489,0,21950,21,0,0,2216,3
48852,0,1058,3,0,0,2278,5
188883,0,5500,3,0,0,2613,5
37212,0,0,0,0,0,2455,5
43285,0,745,3,0,0,2436,5
10758,0,0,0,0,0,1777,5
40926,0,1725,7,0,0,2453,5
10915,0,5455,15,0,0,2473,5
38580,0,4337,7,0,0,2168,5
26650,0,4652,11,4652,11,1958,2
25268,888,4566,8,800,3,2126,5
9338,0,200,1,200,1,2371,5
67070,0,34600,27,2100,10,2416,3
19382,0,195,2,0,0,2545,5
25205,0,0,0,0,0,2532,5
9634,0,9634,5,0,0,2146,5
18954,0,550,3,550,3,2465,5
41279,0,8682,14,0,0,2241,3
56624,0,12311,14,0,0,2491,3
11021,0,115,2,0,0,2449,5
4096,0,3802,8,0,0,2433,5
5199,0,28100,16,0,0,2592,3
41072,0,3751,15,0,0,2378,3
83623,0,2692,6,900,4,2395,5
15920,0,2500,1,0,0,2466,5
50674,0,22073,12,0,0,1615,3
55461,0,31658,17,500,2,2315,3
93264,0,3250,19,0,0,2369,3
115154,0,13466,17,500,1,2440,3
24920,0,375,3,0,0,2067,5
64924,0,14971,13,0,0,1989,3
25210,0,14500,5,500,1,2138,5
41247,0,0,0,0,0,2407,5
5929,0,168,7,0,0,2371,5
14457,2288,1875,8,0,0,2409,5
29067,0,485,3,250,1,2147,5
112164,0,16802,14,0,0,2188,3
44764,0,5539,6,0,0,2081,5
38997,0,5158,18,0,0,2399,3
115215,0,5824,7,0,0,2096,5
96714,0,17026,15,0,0,2185,3
32988,0,49484,14,0,0,2161,3
11552,0,0,0,0,0,481,5
38739,0,3050,3,550,2,1976,5
142989,0,26210,14,500,1,2340,3
1724,0,27305,20,0,0,1784,3
56395,0,72905,24,1800,4,2344,3
11845,0,625,2,0,0,2334,5
46378,4844,2358,5,2358,5,1766,5
85071,0,6600,4,0,0,2322,5
53543,0,21183,11,563,2,1149,5
33834,0,3920,12,0,0,1850,5
36839,0,4436,6,0,0,2275,5
42042,0,9846,14,0,0,1606,5
72027,0,0,0,0,0,2386,5
2692,0,800,4,50,1,2447,5
17818,0,0,0,0,0,1709,5
70927,0,12011,12,1567,8,2096,3
57622,0,1250,3,0,0,2337,5
323,0,0,0,0,0,1975,5
33530,0,0,0,0,0,1777,5
16452,0,9181,5,0,0,2108,5
287033,0,26161,58,12873,53,2272,2
55487,0,23123,19,1150,5,1986,3
14648,0,21157,12,0,0,1843,5
10621,0,90,3,0,0,2223,5
23224,0,1750,7,0,0,2322,5
17684,0,93,1,0,0,2012,5
2477,0,2319,6,500,1,2137,5
44668,0,872,2,0,0,1557,5
22461,0,150,1,150,1,2223,5
103200,0,500,1,500,1,2062,5
74007,0,9259,13,0,0,2181,5
22134,0,0,0,0,0,2161,5
242062,0,5125,18,0,0,2150,3
24683,0,600,2,0,0,2117,5
51680,0,54926,65,3088,8,2112,2
8819,0,12472,15,0,0,1920,3
61545,0,18351,18,0,0,1973,3
124837,0,4400,7,1500,5,2053,5
50848,0,0,0,0,0,1773,5
19661,0,0,0,0,0,2175,5
32156,0,23928,29,2150,12,2257,3
123055,0,11564,5,1039,2,2209,5
63331,0,4200,4,700,2,2060,5
9646,0,3445,11,0,0,2140,5
16569,0,3204,8,0,0,2120,5
194111,0,12350,30,2750,15,1777,2
147128,0,59991,47,1065,1,2279,1
59177,0,2300,6,700,3,1869,5
26693,0,22057,14,0,0,1863,3
2912,0,510,1,0,0,2132,5
13982,0,500,1,0,0,2117,5
14428,0,3475,21,0,0,1599,3
21740,0,5625,11,0,0,2048,5
8811,0,600,5,0,0,2032,5
48256,0,8942,14,0,0,2121,3
10994,0,10492,15,0,0,2215,3
27320,2788,0,0,0,0,1725,5
66614,0,0,0,0,0,1992,5
78105,0,49364,14,0,0,2070,3
120860,0,2000,1,0,0,1761,5
77382,0,4950,13,0,0,2256,5
19290,0,0,0,0,0,2331,5
50987,0,0,0,0,0,2259,5
101290,0,33876,22,500,1,2291,3
17377,2178,500,1,0,0,2010,5
11711,0,500,1,500,1,1922,5
28712,0,1500,3,1500,3,2256,5
110839,0,17550,24,7550,23,2272,2
65633,0,3100,10,2000,8,1791,5
69106,0,17832,10,0,0,2007,5
66009,0,0,0,0,0,1603,5
16843,0,780,3,0,0,2112,5
27071,0,2125,10,0,0,2059,5
25807,0,550,3,550,3,1838,5
132871,0,300,3,200,2,1719,5
24065,589,29586,9,0,0,1045,5
92533,0,2220,4,2220,4,1905,5
14513,0,50,2,0,0,1710,5
162365,0,65029,15,0,0,1948,3
4834,0,13441,17,0,0,1851,3
21311,3418,2000,9,0,0,1990,5
49804,0,0,0,0,0,2157,5
135567,0,3650,5,1050,3,1967,5
135374,0,23835,22,917,2,2294,3
140914,0,0,0,0,0,1791,5
6789,0,0,0,0,0,2237,5
61893,0,0,0,0,0,2320,5
83082,0,16207,13,250,1,2003,3
16962,0,0,0,0,0,2206,5
85955,0,34197,22,600,2,2046,3
22215,0,2375,12,0,0,1857,5
105898,0,4444,5,1944,4,2332,5
66807,0,23456,14,0,0,1575,3
131366,0,1500,2,500,1,1999,5
31929,0,3500,3,1000,2,2019,5
20540,0,5731,15,500,1,1970,5
48131,0,60090,18,0,0,2161,3
16346,0,5930,15,0,0,2108,5
15540,0,209,3,104,1,1761,5
17828,0,35099,14,0,0,2115,3
298927,0,69449,27,150,3,2047,1
66300,0,4750,6,1150,3,1884,5
28446,0,0,0,0,0,1920,5
80906,0,23548,15,0,0,2140,3
12153,0,1050,9,1050,9,2041,5
37569,0,3850,4,250,1,1597,5
98151,0,38812,11,500,1,1976,3
224852,0,7750,32,750,3,2102,3
19881,0,2472,15,0,0,2186,5
13490,0,0,0,0,0,2032,5
46672,500,22404,22,0,0,2021,3
119735,0,22432,17,1000,2,1996,3
18317,0,2375,12,0,0,2032,5
26334,0,0,0,0,0,2258,5
143441,0,58475,27,0,0,2238,3
10697,0,1000,8,0,0,2111,5
14072,0,20700,16,0,0,1949,3
35661,7487,600,3,500,2,1759,5
54697,0,1625,6,0,0,1809,5
18359,0,0,0,0,0,1748,5
47764,0,23122,11,400,1,1872,3
51169,4903,13080,13,0,0,1809,5
32099,0,10534,6,0,0,1929,5
84148,0,84148,7,0,0,1054,3
45137,0,2000,1,0,0,1319,5
18179,0,5488,3,0,0,1877,5
39566,0,23755,18,0,0,1763,3
46809,0,125,1,0,0,1878,5
41628,0,16771,12,0,0,1818,5
20891,0,150,3,0,0,1920,5
36513,1692,825,3,725,2,1611,5
116923,0,70403,50,0,0,1738,1
7879,0,1815,5,0,0,1849,5
40091,0,0,0,0,0,1803,5
45842,0,8253,15,128,1,1805,3
500,0,0,0,0,0,396,5
43595,0,4375,14,0,0,1867,5
29291,0,31357,32,1950,6,1391,3
63392,0,20553,17,0,0,1087,3
19578,0,5208,11,0,0,1632,5
10926,0,0,0,0,0,1851,5
19839,0,36375,15,0,0,1535,3
64594,0,9295,14,0,0,1869,3
24580,0,255,3,0,0,1926,5
20318,0,6990,13,0,0,1956,5
24579,0,2100,10,0,0,1967,5
71713,0,2135,4,0,0,1845,5
73501,0,21014,26,3694,8,1720,3
61479,0,6050,4,50,1,1755,5
21915,0,1875,8,0,0,1518,5
16465,0,16165,5,0,0,1631,5
61841,0,48700,49,0,0,1659,3
23197,0,10587,13,150,1,1747,5
26069,0,0,0,0,0,1278,5
5690,0,11612,15,0,0,1549,5
1000,0,0,0,0,0,1597,5
14052,0,0,0,0,0,1808,5
2143,0,0,0,0,0,1672,5
18239,0,0,0,0,0,1683,5
4892,0,0,0,0,0,1282,5
34412,0,14734,13,0,0,1524,5
34535,0,2719,12,0,0,1358,5
23720,0,4000,3,500,1,1678,5
11816,0,0,0,0,0,1596,5
11218,0,3850,14,0,0,1604,5
12568,0,350,3,0,0,1664,5
13188,0,1500,3,1500,3,1955,5
39983,0,39983,11,0,0,1569,3
28526,0,4167,15,0,0,1360,5
68359,0,15803,17,0,0,1293,3
22048,0,100,1,0,0,1702,5
1866,0,1128,8,0,0,1782,5
40408,0,9612,12,0,0,913,5
20642,0,4977,13,0,0,1614,5
66574,0,2500,6,400,4,1791,5
18656,0,4752,11,0,0,968,5
57374,1621,2100,5,2100,5,1440,5
25898,0,7834,3,0,0,1588,5
42481,0,24617,16,0,0,678,3
62492,0,3725,11,2600,9,1536,5
4431,0,0,0,0,0,1582,5
25090,0,25860,9,0,0,1786,5
95728,2092,56111,14,0,0,1372,3
11631,0,3289,22,0,0,1157,3
54039,0,5250,22,1250,10,1709,3
5625,0,2350,12,0,0,1270,5
22966,0,3950,8,450,6,1443,5
5544,0,350,3,0,0,1713,5
37171,0,3450,5,950,4,1341,5
40425,0,3300,8,1700,5,1753,5
9805,0,4403,11,0,0,1559,5
29417,0,16011,3,0,0,1582,5
37093,0,4250,13,0,0,1810,5
21461,0,4010,26,0,0,1509,3
21950,0,5739,16,0,0,1668,5
14233,0,160,3,0,0,1687,5
105737,0,71728,13,0,0,1705,3
22551,0,0,0,0,0,1794,5
35474,0,15086,6,0,0,1479,5
21854,0,500,1,500,1,1100,5
50386,0,2750,8,0,0,1721,5
28502,0,2375,12,0,0,1732,5
238446,1082,37766,28,1550,11,890,1
20516,0,3500,20,0,0,1429,3
97391,0,26299,8,0,0,1607,5
29253,2305,7625,5,0,0,1630,5
139982,0,14500,6,0,0,1430,5
68192,0,1300,9,1300,9,1640,5
21615,0,5043,13,1000,2,1069,5
36829,0,42497,19,1001,1,1015,3
152178,0,39760,15,248,1,1073,3
17397,0,1750,7,0,0,1215,5
45006,0,1400,6,300,4,925,5
4289,0,2350,4,750,2,1083,5
133351,0,84215,43,7000,22,1529,2
42093,0,1831,4,0,0,1526,5
74331,0,15779,14,0,0,1514,3
120462,3649,10500,9,750,2,1503,5
14243,0,6654,17,0,0,1487,3
6803,0,1644,11,0,0,1296,5
8885,0,1500,5,0,0,1386,5
38761,0,9015,12,0,0,1533,5
5500,0,0,0,0,0,989,5
76660,0,38807,24,3341,1,1193,3
30463,0,4619,9,0,0,1275,5
6914,0,0,0,0,0,812,5
67495,0,8620,8,0,0,1302,5
15339,0,1375,4,0,0,628,5
5745,0,400,4,400,4,1067,5
81155,0,49904,41,0,0,1276,3
45432,0,12833,15,0,0,1322,3
39386,0,18722,7,0,0,1359,5
69647,0,45175,20,2250,3,854,3
25849,0,0,0,0,0,996,5
3625,0,0,0,0,0,1369,5
4057,0,23050,11,2550,7,1135,5
30273,0,1720,8,0,0,1117,5
24750,0,0,0,0,0,968,5
12471,0,0,0,0,0,666,5
2000,0,0,0,0,0,1479,5
2827,0,0,0,0,0,1375,5
63121,0,16634,16,150,1,1349,3
19694,0,2125,10,0,0,1436,5
11571,0,0,0,0,0,1116,5
26933,0,750,6,0,0,1299,5
1456,0,500,1,0,0,1130,5
16188,0,3726,7,300,4,900,5
12088,0,27292,17,100,1,1298,3
119214,0,19633,23,15533,17,1041,2
66956,0,4520,5,1508,1,1342,5
4360,0,2000,9,0,0,1355,5
7056,0,0,0,0,0,1057,5
32934,0,500,1,0,0,858,5
6551,0,300,3,300,3,1117,5
24915,0,265,3,0,0,1184,5
10100,0,4400,12,2900,9,1032,5
20691,0,16448,6,0,0,1227,5
11676,0,1000,1,0,0,1158,5
31504,0,7358,2,0,0,1022,5
12093,0,1605,4,0,0,1411,5
44353,0,2500,1,0,0,138,5
35557,0,350,3,0,0,1135,5
38465,0,10550,3,550,2,1580,5
3258,0,0,0,0,0,106,5
31224,1000,1150,7,650,6,1508,5
93191,0,10463,17,3100,7,1539,3
20010,0,0,0,0,0,1302,5
37866,0,9200,18,0,0,1230,3
65664,0,11899,5,0,0,1121,5
59967,0,10000,4,0,0,959,5
12134,899,57676,25,3064,9,974,3
19892,0,3505,13,0,0,1240,5
38292,0,12487,13,250,2,531,5
68224,0,28916,16,0,0,1258,3
103645,7257,3450,3,950,2,1374,5
189077,3867,54353,27,100,1,542,1
3246,0,0,0,0,0,1401,5
33323,0,0,0,0,0,1405,5
114719,0,0,0,0,0,1136,5
60319,0,22051,19,50,1,817,3
25705,0,0,0,0,0,1180,5
52475,0,14447,13,0,0,962,5
151265,0,61068,13,0,0,1213,3
960,0,6000,1,0,0,1262,5
17036,0,0,0,0,0,1210,5
34458,0,1883,8,0,0,843,5
177785,0,77203,15,0,0,1251,1
13125,0,550,4,550,4,268,5
14494,0,500,1,0,0,575,5
13460,0,0,0,0,0,271,5
9216,0,340,3,0,0,1466,5
22840,0,0,0,0,0,773,5
22289,0,18105,34,189,1,1501,3
9389,0,4195,5,695,2,1509,5
26375,0,7875,38,0,0,1431,3
3625,0,2000,9,0,0,1431,5
16200,0,5375,28,0,0,1407,3
40465,0,6540,28,0,0,1408,3
1000,0,375,3,0,0,1382,5
4750,0,1875,8,0,0,1416,5
74280,0,23735,18,0,0,1425,3
1250,0,625,5,0,0,1071,5
60014,0,45105,32,500,2,669,3
12250,0,4875,32,0,0,1346,3
8250,0,3000,17,0,0,915,5
15732,0,6875,33,0,0,666,3
9300,0,3250,18,0,0,1396,3
9500,0,3125,18,0,0,1415,3
3750,0,1500,5,0,0,1397,5
12350,0,4125,26,0,0,1314,3
13623,0,2625,14,0,0,1330,5
10824,0,3375,19,0,0,867,3
1250,0,1250,3,0,0,679,5
17215,0,1750,7,0,0,1423,5
16825,0,4250,27,0,0,1431,3
2125,0,875,7,0,0,1396,5
9175,0,4000,25,0,0,1428,3
23717,0,3375,19,0,0,1404,3
18750,0,7000,44,0,0,1036,3
6125,0,2750,8,0,0,144,5
4399,0,750,6,0,0,1369,5
10200,0,3625,15,0,0,1408,5
49151,0,12931,38,0,0,1423,3
9375,0,3250,19,0,0,1410,3
8992,0,1250,3,0,0,1417,5
13936,0,1625,6,0,0,1418,5
5250,0,1875,8,0,0,1418,5
5500,0,2875,9,0,0,1428,5
29182,0,3517,18,642,2,1404,3
7400,0,2600,14,0,0,1394,5
4350,0,2100,10,0,0,1409,5
6875,0,4625,30,0,0,581,3
6000,0,2250,4,0,0,713,5
11927,0,4000,15,500,1,1188,5
11864,0,2500,13,0,0,1397,5
10000,0,3375,19,0,0,1418,3
5375,0,1375,11,0,0,1396,5
4500,0,1500,5,0,0,1033,5
4150,0,375,3,0,0,1424,5
9125,0,750,6,0,0,1174,5
13301,0,3500,21,0,0,1400,3
16504,0,500,4,0,0,1397,5
10400,0,1840,10,0,0,1397,5
3750,0,1750,7,0,0,1178,5
8725,0,5600,14,0,0,1426,5
7388,0,3958,15,150,1,446,5
16700,0,1500,5,0,0,1269,5
11850,0,4475,29,0,0,893,3
62705,0,2750,15,0,0,1422,5
2125,0,625,5,0,0,1248,5
11875,0,3625,22,0,0,1408,3
7375,0,2750,13,0,0,714,5
54264,0,15178,17,0,0,1397,3
49482,0,33147,23,0,0,1255,3
48607,0,18284,37,0,0,1339,3
3967,0,375,3,0,0,1337,5
6250,0,2250,11,0,0,1365,5
11572,0,7164,22,0,0,1163,3
12000,0,5625,34,0,0,859,3
1500,0,500,4,0,0,893,5
5875,0,2125,10,0,0,997,5
13350,0,3850,24,0,0,1071,3
10197,0,3098,10,0,0,723,5
3250,0,2125,10,0,0,1117,5
12375,0,3875,24,0,0,863,3
7625,0,4375,21,0,0,1393,3
11875,0,3625,22,0,0,1388,3
1625,0,1250,3,0,0,1381,5
160114,500,71954,86,30817,53,1373,2
4500,0,2250,11,0,0,666,5
2625,0,1375,4,0,0,850,5
5400,0,1875,8,0,0,1324,5
28745,0,10375,43,0,0,1323,3
12675,0,4875,25,0,0,1390,3
2875,0,1375,4,0,0,1381,5
4500,0,2125,10,0,0,1271,5
500,0,125,1,0,0,1355,5
11361,0,3375,20,0,0,1367,3
9794,0,2250,11,0,0,968,5
27619,0,83726,68,14050,46,1325,2
21842,0,3250,19,0,0,929,3
37478,0,5409,4,5409,4,429,5
6305,0,0,0,0,0,1031,5
13749,0,400,4,400,4,996,5
7591,0,0,0,0,0,926,5
10508,0,0,0,0,0,309,5
74093,0,20055,37,0,0,949,3
11692,0,0,0,0,0,95,5
1022,0,0,0,0,0,463,5
12964,500,450,3,350,2,943,5
265,0,6000,1,0,0,1012,5
17191,0,2484,6,2484,6,922,5
29836,0,16165,3,0,0,815,5
22647,0,1136,9,0,0,883,5
33087,0,24761,9,500,1,724,5
5931,0,0,0,0,0,882,5
37300,0,23760,19,0,0,676,3
23704,0,14935,14,0,0,868,5
44038,0,21634,11,0,0,872,5
31011,0,0,0,0,0,1130,5
64956,0,36694,11,0,0,1012,3
12078,0,500,1,500,1,983,5
141554,0,41685,15,1000,2,1139,3
24847,0,1550,4,0,0,1022,5
46207,0,16093,32,0,0,1130,3
121779,0,3500,3,1000,2,634,5
28049,0,100,2,0,0,1164,5
11690,0,0,0,0,0,360,5
36491,0,500,1,500,1,1027,5
33413,0,31605,8,0,0,647,5
9446,0,0,0,0,0,667,5
48944,2565,17988,12,0,0,1005,5
68092,0,16524,14,500,2,652,3
1000,0,1000,1,0,0,148,5
1884,0,0,0,0,0,31,5
22027,0,1225,3,0,0,653,5
4130,0,100,1,0,0,673,5
3447,0,1000,1,0,0,872,5
59317,4877,4794,3,1194,1,660,5
2886,0,500,1,0,0,557,5
4028,0,0,0,0,0,346,5
45485,0,8417,4,0,0,759,5
31539,0,6406,16,200,1,721,5
4586,0,1000,1,0,0,249,5
20335,0,5115,2,0,0,768,5
2250,0,1750,7,0,0,817,5
25418,0,50,1,50,1,720,5
2686,0,7500,4,500,1,301,5
47662,3071,100,1,100,1,760,5
4224,0,0,0,0,0,336,5
4375,0,2875,16,0,0,248,5
76210,0,37937,29,1110,8,798,3
10512,0,0,0,0,0,836,5
3834,0,500,1,0,0,524,5
41537,3576,3000,3,250,1,669,5
4584,0,0,0,0,0,652,5
19870,0,11075,4,0,0,892,5
18088,0,16697,6,0,0,501,5
20765,0,15949,4,0,0,319,5
7138,0,0,0,0,0,293,5
17539,0,500,3,400,2,628,5
7038,0,1336,3,1336,3,309,5
5459,0,9864,14,0,0,880,5
1125,0,0,0,0,0,898,5
8994,0,0,0,0,0,1104,5
44780,0,2100,3,1100,2,968,5
12286,0,7972,11,250,1,1018,5
25047,0,500,1,500,1,443,5
16844,0,0,0,0,0,483,5
49271,0,20695,11,0,0,852,5
9157,0,22802,10,1245,3,901,5
86588,0,4537,4,0,0,1072,5
53027,0,30627,16,0,0,1290,3
24765,0,19969,5,0,0,595,5
29174,0,100,1,0,0,1087,5
1100,0,1100,2,0,0,438,5
56712,0,15685,14,500,1,997,3
8232,0,0,0,0,0,258,5
58816,0,4600,5,1100,3,570,5
24295,0,250,2,250,2,621,5
