"Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll","AirlineCluster"
76177,0,31922,16,0,0,3057,4
11472,0,9068,14,0,0,3290,4
131635,0,60315,9,0,0,2756,4
124027,0,8698,12,0,0,2952,1
15138,0,140,3,0,0,2993,5
43229,0,5000,1,0,0,2644,5
310226,0,61894,28,1700,9,2900,2
27043,0,0,0,0,0,2814,5
55381,0,0,0,0,0,3600,5
53983,0,24862,13,0,0,3512,4
59179,0,18908,15,0,0,3530,4
43510,0,4850,6,350,2,3328,5
32886,0,3606,10,0,0,3281,4
7015,0,1150,3,150,2,3398,5
19627,0,500,1,500,1,3340,5
79903,0,6600,13,3300,9,3162,2
28464,0,5167,16,0,0,3344,4
9768,0,7069,8,100,1,3242,5
18522,0,4100,8,600,5,3256,5
55086,0,525,3,400,2,3293,5
158986,0,3558,14,0,0,3404,1
18939,0,855,3,0,0,3216,5
242018,0,3050,3,550,2,3218,5
61474,0,47717,14,0,0,3354,4
53892,1619,28641,20,0,0,3131,2
23315,0,705,5,50,1,3309,5
33918,0,145,3,0,0,3012,5
65926,0,11639,17,0,0,3362,4
67753,0,18303,15,0,0,3134,4
49280,0,22370,16,0,0,3312,4
97606,0,42980,24,0,0,3355,4
36861,0,4642,16,1200,3,3350,2
49749,0,13609,18,0,0,3265,4
36300,0,450,2,350,1,3329,5
80500,0,16368,16,0,0,3146,4
8210,0,9122,16,0,0,3312,4
40257,0,12885,31,0,0,3237,4
31930,6153,1337,6,267,1,3330,2
9154,0,0,0,0,0,3260,5
54345,0,1850,8,0,0,3348,5
38835,0,2625,11,500,1,3378,4
4858,0,0,0,0,0,3294,5
56745,0,6000,3,0,0,3280,5
87507,0,17714,19,0,0,3274,4
84126,0,5858,11,4358,10,3159,2
27566,0,6362,24,0,0,3279,4
22805,0,26334,27,1800,6,3294,2
38508,0,13523,13,0,0,3279,4
8184,0,0,0,0,0,2832,5
12263,0,325,1,325,1,3224,5
89576,0,20333,15,0,0,3099,4
183303,4361,11500,3,500,1,3281,2
326201,0,19350,14,0,0,3119,3
132894,0,34540,15,0,0,3106,3
12881,0,500,1,0,0,3244,5
114037,0,14000,7,500,1,3201,4
71682,0,11662,11,0,0,3173,4
94016,0,4773,6,0,0,3161,5
71263,0,80554,41,0,0,2987,3
16341,0,0,0,0,0,3190,5
60331,0,17878,27,0,0,3036,4
47966,2947,51615,11,650,3,3145,2
148086,0,32551,14,0,0,2913,3
15279,0,17984,19,300,1,3139,4
0,0,5491,18,2116,5,3204,2
52885,0,1600,6,100,1,3020,5
36844,0,21715,16,0,0,3161,4
142527,1000,24091,47,4650,24,3206,2
20390,0,2500,1,0,0,2528,5
29182,0,50698,14,0,0,2999,4
65207,0,34832,18,1450,4,3115,4
568,0,710,3,0,0,3053,5
30759,0,510,3,0,0,3195,5
276,0,2396,3,396,1,3042,5
22496,0,9712,14,500,1,3180,4
23846,0,9177,6,0,0,2678,5
26505,0,0,0,0,0,3102,5
72131,0,7681,17,0,0,2390,4
24406,0,5005,14,0,0,3127,4
63193,0,20372,14,100,1,3036,4
23179,0,0,0,0,0,2794,5
14710,0,3500,2,0,0,3149,5
74073,0,45526,41,200,1,2976,3
43348,0,68846,25,200,1,2869,4
97424,0,63796,17,0,0,2873,4
20603,0,115,5,0,0,3054,5
92097,2194,20450,8,1850,3,2825,2
31520,0,130,2,0,0,2858,5
29350,0,27703,15,0,0,3020,4
20537,0,44791,21,2612,4,1569,4
17376,0,4920,11,0,0,2265,4
24563,0,5718,8,4218,5,1776,2
52562,0,23773,15,600,2,3021,4
48224,0,0,0,0,0,2888,5
13271,0,0,0,0,0,1435,5
129919,719,7150,5,650,2,3053,5
17893,0,9623,13,0,0,3074,4
52693,0,947,4,0,0,2374,5
50895,0,29618,15,0,0,2980,4
36459,0,7573,17,5473,15,2885,2
68532,0,68704,21,0,0,2822,4
34862,0,2725,5,0,0,3004,5
20391,0,90,3,0,0,2884,5
178010,0,5500,4,500,1,2777,5
20773,0,13619,14,0,0,2765,4
264735,0,6980,17,0,0,2894,5
45883,2611,5647,11,0,0,1464,2
36978,0,100,1,100,1,3033,5
449205,1121,4750,9,3250,8,3071,2
45005,0,0,0,0,0,2934,5
45533,0,56208,16,0,0,2963,4
26513,0,7670,14,0,0,2678,4
20417,0,5000,1,0,0,3013,5
7490,0,0,0,0,0,3042,5
14394,0,935,4,150,2,2754,5
103888,0,4379,3,4379,3,2238,2
61191,0,8502,17,0,0,2112,4
7329,0,10639,16,0,0,2993,4
12688,0,0,0,0,0,2993,5
106921,0,26666,13,0,0,2581,4
31668,2576,1800,3,300,2,2271,2
34996,0,6313,14,150,1,2909,4
23099,0,300,3,300,3,2292,5
109133,0,21378,16,0,0,2989,4
103586,0,4000,7,3900,6,2726,2
45575,0,23223,17,0,0,2964,4
76430,0,13653,17,0,0,3018,4
18059,0,0,0,0,0,2019,5
188759,0,3082,3,0,0,2817,5
36953,0,25598,16,0,0,2997,4
27155,0,47252,15,300,1,3001,4
89112,4670,28670,29,0,0,2680,2
72768,0,290,3,0,0,2762,5
23178,0,0,0,0,0,2351,5
25676,0,0,0,0,0,1597,5
63190,0,18950,13,250,1,3041,4
1666,0,980,3,0,0,2761,5
105544,0,31001,16,500,1,2888,4
206287,1761,11294,20,150,1,2819,2
40255,0,2975,13,750,2,2880,4
5317,0,0,0,0,0,2992,5
7606,0,29307,17,0,0,2930,4
43255,0,2691,3,750,1,2864,5
22414,0,1094,3,0,0,2957,5
92225,0,48276,19,350,1,2972,4
127199,0,2563,14,0,0,2917,1
12176,0,875,7,0,0,2268,5
142929,0,40826,23,0,0,2803,4
28670,0,11727,11,0,0,2980,4
82122,0,700,3,700,3,3044,5
54637,0,21181,27,4673,21,2927,2
6181,0,2000,9,0,0,2878,5
25485,0,9655,10,2800,8,2798,2
16136,0,0,0,0,0,1177,5
128213,0,7956,13,500,1,2522,1
92492,0,11029,6,0,0,2839,5
85412,0,25102,16,500,1,2816,4
46003,0,1340,7,0,0,2698,5
95982,0,3630,3,0,0,2623,5
20529,0,0,0,0,0,2644,5
28254,0,17117,19,1050,6,2692,2
26101,0,3900,15,3900,15,2222,2
50939,0,16453,16,0,0,2753,4
35039,0,174,1,0,0,2314,5
175501,1000,34318,36,7974,19,2691,2
1439,0,80,2,0,0,2684,5
214674,0,25688,23,2500,5,2607,2
38429,0,1004,2,1004,2,2521,5
22865,0,1750,7,0,0,2375,5
23033,0,7910,15,0,0,2765,4
103172,0,3125,3,0,0,2416,5
23448,0,36941,18,700,3,2675,4
115161,0,9050,18,3050,15,2417,2
58382,0,11327,32,4800,23,2480,2
156766,0,23375,27,0,0,2840,4
34137,0,335,5,0,0,2593,5
17219,0,6167,10,3757,6,2627,2
43823,0,500,1,0,0,2717,5
63364,0,15415,11,0,0,2560,4
18497,0,14138,12,0,0,2643,4
23173,0,7843,8,0,0,2565,5
51367,0,40004,24,0,0,2434,4
34894,0,13955,17,0,0,2447,4
7422,0,2229,3,0,0,2653,5
16090,0,850,6,850,6,2592,2
2784,0,0,0,0,0,2066,5
54177,0,45403,15,500,1,2123,4
29326,0,23061,7,0,0,2497,4
26164,2556,0,0,0,0,2566,2
29518,0,2702,12,0,0,2532,4
29754,6396,500,1,0,0,2655,2
8000,0,0,0,0,0,941,5
69788,0,1500,3,1500,3,2705,5
38042,0,7658,17,0,0,2606,4
23894,0,6000,3,0,0,2705,5
110628,0,63759,13,0,0,2654,4
10839,0,190,1,190,1,2341,5
47513,0,19904,13,0,0,2516,4
16321,0,0,0,0,0,2710,5
37550,0,0,0,0,0,2579,5
37936,0,6211,12,0,0,2719,4
38061,0,34227,18,3600,8,2649,2
25934,0,370,3,0,0,2565,5
54942,0,4200,10,4200,10,2610,2
139423,0,54152,25,500,3,2677,4
298505,0,130647,32,600,2,2483,3
98753,0,1475,5,0,0,2619,5
25157,0,830,3,0,0,2732,5
24134,0,1250,3,0,0,2390,5
6628,0,2125,8,0,0,2539,5
14504,0,0,0,0,0,2329,5
36665,0,3250,19,0,0,2951,4
17481,0,1396,3,0,0,586,5
33111,0,0,0,0,0,2461,5
89237,0,37668,18,0,0,2533,4
93028,0,40887,22,0,0,2507,4
89094,0,55865,13,0,0,2404,4
11109,0,53627,13,0,0,2623,4
14957,0,0,0,0,0,2634,5
17823,0,15323,8,0,0,1453,5
8485,0,0,0,0,0,2111,5
56756,0,10851,14,0,0,2068,4
99196,0,28334,16,0,0,2595,4
21736,0,6672,10,0,0,2544,5
11324,0,11082,11,0,0,2661,4
60109,0,2300,6,2300,6,2501,2
129887,0,26810,10,810,3,2566,4
18150,0,240,2,0,0,2538,5
57432,0,13422,19,5100,12,2546,2
32659,0,3614,14,0,0,2553,4
103203,0,3200,4,200,2,1556,5
27122,0,0,0,0,0,2630,5
40252,0,1375,4,0,0,2565,5
194816,0,20822,25,6647,12,2424,2
65460,0,0,0,0,0,2493,5
17863,0,0,0,0,0,2028,5
28443,0,53065,18,150,1,2462,4
15655,0,2807,12,957,4,2476,2
38307,0,1500,3,1500,3,2151,5
15135,0,13357,14,0,0,2579,4
73601,0,12902,36,2000,4,2624,2
31489,0,21950,21,0,0,2216,4
48852,0,1058,3,0,0,2278,5
188883,0,5500,3,0,0,2613,5
37212,0,0,0,0,0,2455,5
43285,0,745,3,0,0,2436,5
10758,0,0,0,0,0,1777,5
40926,0,1725,7,0,0,2453,5
10915,0,5455,15,0,0,2473,4
38580,0,4337,7,0,0,2168,5
26650,0,4652,11,4652,11,1958,2
25268,888,4566,8,800,3,2126,2
9338,0,200,1,200,1,2371,5
67070,0,34600,27,2100,10,2416,2
19382,0,195,2,0,0,2545,5
25205,0,0,0,0,0,2532,5
9634,0,9634,5,0,0,2146,5
18954,0,550,3,550,3,2465,5
41279,0,8682,14,0,0,2241,4
56624,0,12311,14,0,0,2491,4
11021,0,115,2,0,0,2449,5
4096,0,3802,8,0,0,2433,5
5199,0,28100,16,0,0,2592,4
41072,0,3751,15,0,0,2378,4
83623,0,2692,6,900,4,2395,5
15920,0,2500,1,0,0,2466,5
50674,0,22073,12,0,0,1615,4
55461,0,31658,17,500,2,2315,4
93264,0,3250,19,0,0,2369,4
115154,0,13466,17,500,1,2440,1
24920,0,375,3,0,0,2067,5
64924,0,14971,13,0,0,1989,4
25210,0,14500,5,500,1,2138,5
41247,0,0,0,0,0,2407,5
5929,0,168,7,0,0,2371,5
14457,2288,1875,8,0,0,2409,2
29067,0,485,3,250,1,2147,5
112164,0,16802,14,0,0,2188,4
44764,0,5539,6,0,0,2081,5
38997,0,5158,18,0,0,2399,4
115215,0,5824,7,0,0,2096,5
96714,0,17026,15,0,0,2185,4
32988,0,49484,14,0,0,2161,4
11552,0,0,0,0,0,481,5
38739,0,3050,3,550,2,1976,5
142989,0,26210,14,500,1,2340,4
1724,0,27305,20,0,0,1784,4
56395,0,72905,24,1800,4,2344,4
11845,0,625,2,0,0,2334,5
46378,4844,2358,5,2358,5,1766,2
85071,0,6600,4,0,0,2322,5
53543,0,21183,11,563,2,1149,4
33834,0,3920,12,0,0,1850,4
36839,0,4436,6,0,0,2275,5
42042,0,9846,14,0,0,1606,4
72027,0,0,0,0,0,2386,5
2692,0,800,4,50,1,2447,5
17818,0,0,0,0,0,1709,5
70927,0,12011,12,1567,8,2096,2
57622,0,1250,3,0,0,2337,5
323,0,0,0,0,0,1975,5
33530,0,0,0,0,0,1777,5
16452,0,9181,5,0,0,2108,5
287033,0,26161,58,12873,53,2272,2
55487,0,23123,19,1150,5,1986,2
14648,0,21157,12,0,0,1843,4
10621,0,90,3,0,0,2223,5
23224,0,1750,7,0,0,2322,5
17684,0,93,1,0,0,2012,5
2477,0,2319,6,500,1,2137,5
44668,0,872,2,0,0,1557,5
22461,0,150,1,150,1,2223,5
103200,0,500,1,500,1,2062,5
74007,0,9259,13,0,0,2181,4
22134,0,0,0,0,0,2161,5
242062,0,5125,18,0,0,2150,5
24683,0,600,2,0,0,2117,5
51680,0,54926,65,3088,8,2112,2
8819,0,12472,15,0,0,1920,4
61545,0,18351,18,0,0,1973,4
124837,0,4400,7,1500,5,2053,5
50848,0,0,0,0,0,1773,5
19661,0,0,0,0,0,2175,5
32156,0,23928,29,2150,12,2257,2
123055,0,11564,5,1039,2,2209,5
63331,0,4200,4,700,2,2060,5
9646,0,3445,11,0,0,2140,4
16569,0,3204,8,0,0,2120,5
194111,0,12350,30,2750,15,1777,2
147128,0,59991,47,1065,1,2279,3
59177,0,2300,6,700,3,1869,5
26693,0,22057,14,0,0,1863,4
2912,0,510,1,0,0,2132,5
13982,0,500,1,0,0,2117,5
14428,0,3475,21,0,0,1599,4
21740,0,5625,11,0,0,2048,4
8811,0,600,5,0,0,2032,5
48256,0,8942,14,0,0,2121,4
10994,0,10492,15,0,0,2215,4
27320,2788,0,0,0,0,1725,2
66614,0,0,0,0,0,1992,5
78105,0,49364,14,0,0,2070,4
120860,0,2000,1,0,0,1761,5
77382,0,4950,13,0,0,2256,4
19290,0,0,0,0,0,2331,5
50987,0,0,0,0,0,2259,5
101290,0,33876,22,500,1,2291,4
17377,2178,500,1,0,0,2010,2
11711,0,500,1,500,1,1922,5
28712,0,1500,3,1500,3,2256,5
110839,0,17550,24,7550,23,2272,2
65633,0,3100,10,2000,8,1791,2
69106,0,17832,10,0,0,2007,4
66009,0,0,0,0,0,1603,5
16843,0,780,3,0,0,2112,5
27071,0,2125,10,0,0,2059,4
25807,0,550,3,550,3,1838,5
132871,0,300,3,200,2,1719,5
24065,589,29586,9,0,0,1045,4
92533,0,2220,4,2220,4,1905,2
14513,0,50,2,0,0,1710,5
162365,0,65029,15,0,0,1948,4
4834,0,13441,17,0,0,1851,4
21311,3418,2000,9,0,0,1990,2
49804,0,0,0,0,0,2157,5
135567,0,3650,5,1050,3,1967,5
135374,0,23835,22,917,2,2294,4
140914,0,0,0,0,0,1791,5
6789,0,0,0,0,0,2237,5
61893,0,0,0,0,0,2320,5
83082,0,16207,13,250,1,2003,4
16962,0,0,0,0,0,2206,5
85955,0,34197,22,600,2,2046,4
22215,0,2375,12,0,0,1857,4
105898,0,4444,5,1944,4,2332,2
66807,0,23456,14,0,0,1575,4
131366,0,1500,2,500,1,1999,5
31929,0,3500,3,1000,2,2019,5
20540,0,5731,15,500,1,1970,4
48131,0,60090,18,0,0,2161,4
16346,0,5930,15,0,0,2108,4
15540,0,209,3,104,1,1761,5
17828,0,35099,14,0,0,2115,4
298927,0,69449,27,150,3,2047,4
66300,0,4750,6,1150,3,1884,5
28446,0,0,0,0,0,1920,5
80906,0,23548,15,0,0,2140,4
12153,0,1050,9,1050,9,2041,2
37569,0,3850,4,250,1,1597,5
98151,0,38812,11,500,1,1976,4
224852,0,7750,32,750,3,2102,4
19881,0,2472,15,0,0,2186,4
13490,0,0,0,0,0,2032,5
46672,500,22404,22,0,0,2021,4
119735,0,22432,17,1000,2,1996,4
18317,0,2375,12,0,0,2032,4
26334,0,0,0,0,0,2258,5
143441,0,58475,27,0,0,2238,4
10697,0,1000,8,0,0,2111,5
14072,0,20700,16,0,0,1949,4
35661,7487,600,3,500,2,1759,2
54697,0,1625,6,0,0,1809,5
18359,0,0,0,0,0,1748,5
47764,0,23122,11,400,1,1872,4
51169,4903,13080,13,0,0,1809,2
32099,0,10534,6,0,0,1929,5
84148,0,84148,7,0,0,1054,4
45137,0,2000,1,0,0,1319,5
18179,0,5488,3,0,0,1877,5
39566,0,23755,18,0,0,1763,4
46809,0,125,1,0,0,1878,5
41628,0,16771,12,0,0,1818,4
20891,0,150,3,0,0,1920,5
36513,1692,825,3,725,2,1611,2
116923,0,70403,50,0,0,1738,3
7879,0,1815,5,0,0,1849,5
40091,0,0,0,0,0,1803,5
45842,0,8253,15,128,1,1805,4
500,0,0,0,0,0,396,5
43595,0,4375,14,0,0,1867,4
29291,0,31357,32,1950,6,1391,2
63392,0,20553,17,0,0,1087,4
19578,0,5208,11,0,0,1632,4
10926,0,0,0,0,0,1851,5
19839,0,36375,15,0,0,1535,4
64594,0,9295,14,0,0,1869,4
24580,0,255,3,0,0,1926,5
20318,0,6990,13,0,0,1956,4
24579,0,2100,10,0,0,1967,4
71713,0,2135,4,0,0,1845,5
73501,0,21014,26,3694,8,1720,2
61479,0,6050,4,50,1,1755,5
21915,0,1875,8,0,0,1518,5
16465,0,16165,5,0,0,1631,5
61841,0,48700,49,0,0,1659,3
23197,0,10587,13,150,1,1747,4
26069,0,0,0,0,0,1278,5
5690,0,11612,15,0,0,1549,4
1000,0,0,0,0,0,1597,5
14052,0,0,0,0,0,1808,5
2143,0,0,0,0,0,1672,5
18239,0,0,0,0,0,1683,5
4892,0,0,0,0,0,1282,5
34412,0,14734,13,0,0,1524,4
34535,0,2719,12,0,0,1358,4
23720,0,4000,3,500,1,1678,5
11816,0,0,0,0,0,1596,5
11218,0,3850,14,0,0,1604,4
12568,0,350,3,0,0,1664,5
13188,0,1500,3,1500,3,1955,5
39983,0,39983,11,0,0,1569,4
28526,0,4167,15,0,0,1360,4
68359,0,15803,17,0,0,1293,4
22048,0,100,1,0,0,1702,5
1866,0,1128,8,0,0,1782,5
40408,0,9612,12,0,0,913,4
20642,0,4977,13,0,0,1614,4
66574,0,2500,6,400,4,1791,5
18656,0,4752,11,0,0,968,5
57374,1621,2100,5,2100,5,1440,2
25898,0,7834,3,0,0,1588,5
42481,0,24617,16,0,0,678,4
62492,0,3725,11,2600,9,1536,2
4431,0,0,0,0,0,1582,5
25090,0,25860,9,0,0,1786,4
95728,2092,56111,14,0,0,1372,2
11631,0,3289,22,0,0,1157,4
54039,0,5250,22,1250,10,1709,2
5625,0,2350,12,0,0,1270,4
22966,0,3950,8,450,6,1443,2
5544,0,350,3,0,0,1713,5
37171,0,3450,5,950,4,1341,5
40425,0,3300,8,1700,5,1753,2
9805,0,4403,11,0,0,1559,4
29417,0,16011,3,0,0,1582,5
37093,0,4250,13,0,0,1810,4
21461,0,4010,26,0,0,1509,4
21950,0,5739,16,0,0,1668,4
14233,0,160,3,0,0,1687,5
105737,0,71728,13,0,0,1705,4
22551,0,0,0,0,0,1794,5
35474,0,15086,6,0,0,1479,5
21854,0,500,1,500,1,1100,5
50386,0,2750,8,0,0,1721,4
28502,0,2375,12,0,0,1732,4
238446,1082,37766,28,1550,11,890,2
20516,0,3500,20,0,0,1429,4
97391,0,26299,8,0,0,1607,4
29253,2305,7625,5,0,0,1630,2
139982,0,14500,6,0,0,1430,5
68192,0,1300,9,1300,9,1640,2
21615,0,5043,13,1000,2,1069,2
36829,0,42497,19,1001,1,1015,4
152178,0,39760,15,248,1,1073,4
17397,0,1750,7,0,0,1215,5
45006,0,1400,6,300,4,925,5
4289,0,2350,4,750,2,1083,5
133351,0,84215,43,7000,22,1529,2
42093,0,1831,4,0,0,1526,5
74331,0,15779,14,0,0,1514,4
120462,3649,10500,9,750,2,1503,2
14243,0,6654,17,0,0,1487,4
6803,0,1644,11,0,0,1296,5
8885,0,1500,5,0,0,1386,5
38761,0,9015,12,0,0,1533,4
5500,0,0,0,0,0,989,5
76660,0,38807,24,3341,1,1193,4
30463,0,4619,9,0,0,1275,5
6914,0,0,0,0,0,812,5
67495,0,8620,8,0,0,1302,4
15339,0,1375,4,0,0,628,5
5745,0,400,4,400,4,1067,5
81155,0,49904,41,0,0,1276,3
45432,0,12833,15,0,0,1322,4
39386,0,18722,7,0,0,1359,5
69647,0,45175,20,2250,3,854,4
25849,0,0,0,0,0,996,5
3625,0,0,0,0,0,1369,5
4057,0,23050,11,2550,7,1135,2
30273,0,1720,8,0,0,1117,5
24750,0,0,0,0,0,968,5
12471,0,0,0,0,0,666,5
2000,0,0,0,0,0,1479,5
2827,0,0,0,0,0,1375,5
63121,0,16634,16,150,1,1349,4
19694,0,2125,10,0,0,1436,5
11571,0,0,0,0,0,1116,5
26933,0,750,6,0,0,1299,5
1456,0,500,1,0,0,1130,5
16188,0,3726,7,300,4,900,5
12088,0,27292,17,100,1,1298,4
119214,0,19633,23,15533,17,1041,2
66956,0,4520,5,1508,1,1342,5
4360,0,2000,9,0,0,1355,5
7056,0,0,0,0,0,1057,5
32934,0,500,1,0,0,858,5
6551,0,300,3,300,3,1117,5
24915,0,265,3,0,0,1184,5
10100,0,4400,12,2900,9,1032,2
20691,0,16448,6,0,0,1227,5
11676,0,1000,1,0,0,1158,5
31504,0,7358,2,0,0,1022,5
12093,0,1605,4,0,0,1411,5
44353,0,2500,1,0,0,138,5
35557,0,350,3,0,0,1135,5
38465,0,10550,3,550,2,1580,5
3258,0,0,0,0,0,106,5
31224,1000,1150,7,650,6,1508,2
93191,0,10463,17,3100,7,1539,2
20010,0,0,0,0,0,1302,5
37866,0,9200,18,0,0,1230,4
65664,0,11899,5,0,0,1121,5
59967,0,10000,4,0,0,959,5
12134,899,57676,25,3064,9,974,2
19892,0,3505,13,0,0,1240,4
38292,0,12487,13,250,2,531,4
68224,0,28916,16,0,0,1258,4
103645,7257,3450,3,950,2,1374,2
189077,3867,54353,27,100,1,542,2
3246,0,0,0,0,0,1401,5
33323,0,0,0,0,0,1405,5
114719,0,0,0,0,0,1136,5
60319,0,22051,19,50,1,817,4
25705,0,0,0,0,0,1180,5
52475,0,14447,13,0,0,962,4
151265,0,61068,13,0,0,1213,4
960,0,6000,1,0,0,1262,5
17036,0,0,0,0,0,1210,5
34458,0,1883,8,0,0,843,5
177785,0,77203,15,0,0,1251,4
13125,0,550,4,550,4,268,5
14494,0,500,1,0,0,575,5
13460,0,0,0,0,0,271,5
9216,0,340,3,0,0,1466,5
22840,0,0,0,0,0,773,5
22289,0,18105,34,189,1,1501,4
9389,0,4195,5,695,2,1509,5
26375,0,7875,38,0,0,1431,4
3625,0,2000,9,0,0,1431,5
16200,0,5375,28,0,0,1407,4
40465,0,6540,28,0,0,1408,4
1000,0,375,3,0,0,1382,5
4750,0,1875,8,0,0,1416,5
74280,0,23735,18,0,0,1425,4
1250,0,625,5,0,0,1071,5
60014,0,45105,32,500,2,669,4
12250,0,4875,32,0,0,1346,4
8250,0,3000,17,0,0,915,4
15732,0,6875,33,0,0,666,4
9300,0,3250,18,0,0,1396,4
9500,0,3125,18,0,0,1415,4
3750,0,1500,5,0,0,1397,5
12350,0,4125,26,0,0,1314,4
13623,0,2625,14,0,0,1330,4
10824,0,3375,19,0,0,867,4
1250,0,1250,3,0,0,679,5
17215,0,1750,7,0,0,1423,5
16825,0,4250,27,0,0,1431,4
2125,0,875,7,0,0,1396,5
9175,0,4000,25,0,0,1428,4
23717,0,3375,19,0,0,1404,4
18750,0,7000,44,0,0,1036,4
6125,0,2750,8,0,0,144,5
4399,0,750,6,0,0,1369,5
10200,0,3625,15,0,0,1408,4
49151,0,12931,38,0,0,1423,4
9375,0,3250,19,0,0,1410,4
8992,0,1250,3,0,0,1417,5
13936,0,1625,6,0,0,1418,5
5250,0,1875,8,0,0,1418,5
5500,0,2875,9,0,0,1428,5
29182,0,3517,18,642,2,1404,2
7400,0,2600,14,0,0,1394,4
4350,0,2100,10,0,0,1409,5
6875,0,4625,30,0,0,581,4
6000,0,2250,4,0,0,713,5
11927,0,4000,15,500,1,1188,4
11864,0,2500,13,0,0,1397,4
10000,0,3375,19,0,0,1418,4
5375,0,1375,11,0,0,1396,5
4500,0,1500,5,0,0,1033,5
4150,0,375,3,0,0,1424,5
9125,0,750,6,0,0,1174,5
13301,0,3500,21,0,0,1400,4
16504,0,500,4,0,0,1397,5
10400,0,1840,10,0,0,1397,5
3750,0,1750,7,0,0,1178,5
8725,0,5600,14,0,0,1426,4
7388,0,3958,15,150,1,446,4
16700,0,1500,5,0,0,1269,5
11850,0,4475,29,0,0,893,4
62705,0,2750,15,0,0,1422,4
2125,0,625,5,0,0,1248,5
11875,0,3625,22,0,0,1408,4
7375,0,2750,13,0,0,714,4
54264,0,15178,17,0,0,1397,4
49482,0,33147,23,0,0,1255,4
48607,0,18284,37,0,0,1339,4
3967,0,375,3,0,0,1337,5
6250,0,2250,11,0,0,1365,5
11572,0,7164,22,0,0,1163,4
12000,0,5625,34,0,0,859,4
1500,0,500,4,0,0,893,5
5875,0,2125,10,0,0,997,5
13350,0,3850,24,0,0,1071,4
10197,0,3098,10,0,0,723,5
3250,0,2125,10,0,0,1117,5
12375,0,3875,24,0,0,863,4
7625,0,4375,21,0,0,1393,4
11875,0,3625,22,0,0,1388,4
1625,0,1250,3,0,0,1381,5
160114,500,71954,86,30817,53,1373,2
4500,0,2250,11,0,0,666,5
2625,0,1375,4,0,0,850,5
5400,0,1875,8,0,0,1324,5
28745,0,10375,43,0,0,1323,4
12675,0,4875,25,0,0,1390,4
2875,0,1375,4,0,0,1381,5
4500,0,2125,10,0,0,1271,5
500,0,125,1,0,0,1355,5
11361,0,3375,20,0,0,1367,4
9794,0,2250,11,0,0,968,5
27619,0,83726,68,14050,46,1325,2
21842,0,3250,19,0,0,929,4
37478,0,5409,4,5409,4,429,2
6305,0,0,0,0,0,1031,5
13749,0,400,4,400,4,996,5
7591,0,0,0,0,0,926,5
10508,0,0,0,0,0,309,5
74093,0,20055,37,0,0,949,4
11692,0,0,0,0,0,95,5
1022,0,0,0,0,0,463,5
12964,500,450,3,350,2,943,5
265,0,6000,1,0,0,1012,5
17191,0,2484,6,2484,6,922,2
29836,0,16165,3,0,0,815,5
22647,0,1136,9,0,0,883,5
33087,0,24761,9,500,1,724,4
5931,0,0,0,0,0,882,5
37300,0,23760,19,0,0,676,4
23704,0,14935,14,0,0,868,4
44038,0,21634,11,0,0,872,4
31011,0,0,0,0,0,1130,5
64956,0,36694,11,0,0,1012,4
12078,0,500,1,500,1,983,5
141554,0,41685,15,1000,2,1139,4
24847,0,1550,4,0,0,1022,5
46207,0,16093,32,0,0,1130,4
121779,0,3500,3,1000,2,634,5
28049,0,100,2,0,0,1164,5
11690,0,0,0,0,0,360,5
36491,0,500,1,500,1,1027,5
33413,0,31605,8,0,0,647,4
9446,0,0,0,0,0,667,5
48944,2565,17988,12,0,0,1005,2
68092,0,16524,14,500,2,652,4
1000,0,1000,1,0,0,148,5
1884,0,0,0,0,0,31,5
22027,0,1225,3,0,0,653,5
4130,0,100,1,0,0,673,5
3447,0,1000,1,0,0,872,5
59317,4877,4794,3,1194,1,660,2
2886,0,500,1,0,0,557,5
4028,0,0,0,0,0,346,5
45485,0,8417,4,0,0,759,5
31539,0,6406,16,200,1,721,4
4586,0,1000,1,0,0,249,5
20335,0,5115,2,0,0,768,5
2250,0,1750,7,0,0,817,5
25418,0,50,1,50,1,720,5
2686,0,7500,4,500,1,301,5
47662,3071,100,1,100,1,760,2
4224,0,0,0,0,0,336,5
4375,0,2875,16,0,0,248,4
76210,0,37937,29,1110,8,798,2
10512,0,0,0,0,0,836,5
3834,0,500,1,0,0,524,5
41537,3576,3000,3,250,1,669,2
4584,0,0,0,0,0,652,5
19870,0,11075,4,0,0,892,5
18088,0,16697,6,0,0,501,5
20765,0,15949,4,0,0,319,5
7138,0,0,0,0,0,293,5
17539,0,500,3,400,2,628,5
7038,0,1336,3,1336,3,309,5
5459,0,9864,14,0,0,880,4
1125,0,0,0,0,0,898,5
8994,0,0,0,0,0,1104,5
44780,0,2100,3,1100,2,968,5
12286,0,7972,11,250,1,1018,4
25047,0,500,1,500,1,443,5
16844,0,0,0,0,0,483,5
49271,0,20695,11,0,0,852,4
9157,0,22802,10,1245,3,901,2
86588,0,4537,4,0,0,1072,5
53027,0,30627,16,0,0,1290,4
24765,0,19969,5,0,0,595,5
29174,0,100,1,0,0,1087,5
1100,0,1100,2,0,0,438,5
56712,0,15685,14,500,1,997,4
8232,0,0,0,0,0,258,5
58816,0,4600,5,1100,3,570,5
24295,0,250,2,250,2,621,5
20198,0,3139,2,3139,2,601,2
